EEID,Full Name,Job Title,Department,Business Unit,Gender,Ethnicity,Age,Hire Date,Annual Salary $,Monthly Salary $,Bonus %,Bonus Awarded,Bonus Amount $,Total Salary $,Country,City
E04938,BROOKLYN DANIELS,ANALYST,MARKETING,SPECIALITY PRODUCTS,FEMALE,CAUCASIAN,64,10/02/2003,57032,4752.666666666667,0,N,0.0,57032.0,UNITED STATES,MIAMI
E00935,JOSEPH MARTIN,ANALYST II,MARKETING,CORPORATE,MALE,BLACK,41,13/09/2016,64847,5403.916666666667,0,N,0.0,64847.0,UNITED STATES,MIAMI
E04877,SAMUEL VEGA,ANALYST II,MARKETING,SPECIALITY PRODUCTS,MALE,LATINO,37,30/03/2013,69570,5797.5,0,N,0.0,69570.0,UNITED STATES,MIAMI
E02558,JOSE RICHARDSON,DIRECTOR,MARKETING,RESEARCH & DEVELOPMENT,MALE,CAUCASIAN,26,15/10/2019,151556,12629.666666666666,20,Y,30311.199999999997,181867.2,UNITED STATES,MIAMI
E04132,KINSLEY HENRY,DIRECTOR,MARKETING,MANUFACTURING,FEMALE,BLACK,45,29/02/2008,150577,12548.083333333334,25,Y,37644.25,188221.25,UNITED STATES,MIAMI
E04398,OLIVER YANG,DIRECTOR,MARKETING,SPECIALITY PRODUCTS,MALE,ASIAN,31,10/06/2019,176710,14725.833333333334,15,Y,26506.5,203216.5,UNITED STATES,MIAMI
E04872,ISAAC STEWART,DIRECTOR,MARKETING,SPECIALITY PRODUCTS,MALE,CAUCASIAN,25,15/08/2020,172007,14333.916666666666,26,Y,44721.82,216728.82,UNITED STATES,MIAMI
E01108,HANNAH MARTINEZ,MANAGER,MARKETING,MANUFACTURING,FEMALE,LATINO,65,07/09/2006,127626,10635.5,10,Y,12762.6,140388.6,UNITED STATES,MIAMI
E03446,JULIAN ROSS,MANAGER,MARKETING,RESEARCH & DEVELOPMENT,MALE,CAUCASIAN,51,02/07/2020,100099,8341.583333333334,8,Y,8007.92,108106.92,UNITED STATES,MIAMI
E04247,CAMILA EVANS,MANAGER,MARKETING,RESEARCH & DEVELOPMENT,FEMALE,BLACK,55,20/12/1992,113950,9495.833333333334,9,Y,10255.5,124205.5,UNITED STATES,MIAMI
E04517,AMELIA CHOI,MANAGER,MARKETING,SPECIALITY PRODUCTS,FEMALE,ASIAN,43,11/06/2006,117278,9773.166666666666,9,Y,10555.02,127833.02,UNITED STATES,MIAMI
E04630,MARIA GRIFFIN,MANAGER,MARKETING,MANUFACTURING,FEMALE,CAUCASIAN,59,25/04/2007,129708,10809.0,5,Y,6485.4,136193.4,UNITED STATES,MIAMI
E00359,LOGAN CARRILLO,SR. ANALYST,MARKETING,RESEARCH & DEVELOPMENT,MALE,LATINO,33,30/11/2014,91280,7606.666666666667,0,N,0.0,91280.0,UNITED STATES,MIAMI
E02992,PAISLEY SANDERS,SR. MANAGER,MARKETING,SPECIALITY PRODUCTS,FEMALE,CAUCASIAN,55,27/03/2001,157812,13151.0,11,Y,17359.32,175171.32,UNITED STATES,MIAMI
E04972,LOGAN BRYANT,SR. MANAGER,MARKETING,SPECIALITY PRODUCTS,MALE,CAUCASIAN,30,18/07/2020,148485,12373.75,15,Y,22272.75,170757.75,UNITED STATES,MIAMI
E00161,RYAN HA,VICE PRESIDENT,MARKETING,CORPORATE,MALE,ASIAN,60,27/01/2007,234311,19525.916666666668,37,Y,86695.07,321006.07,UNITED STATES,MIAMI
E01899,XAVIER JACKSON,VICE PRESIDENT,MARKETING,SPECIALITY PRODUCTS,MALE,CAUCASIAN,52,11/06/2002,236314,19692.833333333332,34,Y,80346.76,316660.76,UNITED STATES,MIAMI
E01052,PARKER VANG,ANALYST,SALES,CORPORATE,MALE,ASIAN,40,17/12/2016,50733,4227.75,0,N,0.0,50733.0,UNITED STATES,MIAMI
E01466,CONNOR VANG,ANALYST,SALES,SPECIALITY PRODUCTS,MALE,ASIAN,25,28/07/2021,46845,3903.75,0,N,0.0,46845.0,UNITED STATES,MIAMI
E02857,VALENTINA DAVIS,ANALYST,SALES,SPECIALITY PRODUCTS,FEMALE,CAUCASIAN,33,13/04/2014,46878,3906.5,0,N,0.0,46878.0,UNITED STATES,MIAMI
E04128,JACOB DOAN,ANALYST II,SALES,SPECIALITY PRODUCTS,MALE,ASIAN,55,02/08/2021,67130,5594.166666666667,0,N,0.0,67130.0,UNITED STATES,MIAMI
E04732,EVA RIVERA,DIRECTOR,SALES,MANUFACTURING,FEMALE,LATINO,36,02/04/2021,151703,12641.916666666666,21,Y,31857.63,183560.63,UNITED STATES,MIAMI
E03697,ISAAC WOODS,MANAGER,SALES,CORPORATE,MALE,CAUCASIAN,28,08/01/2021,108826,9068.833333333334,10,Y,10882.6,119708.6,UNITED STATES,MIAMI
E04335,PARKER ALLEN,SR. ANALYST,SALES,SPECIALITY PRODUCTS,MALE,CAUCASIAN,31,13/08/2018,81828,6819.0,0,N,0.0,81828.0,UNITED STATES,MIAMI
E01582,ELIJAH COLEMAN,SR. MANAGER,SALES,RESEARCH & DEVELOPMENT,MALE,CAUCASIAN,53,19/10/2014,159538,13294.833333333334,11,Y,17549.18,177087.18,UNITED STATES,MIAMI
E02391,PIPER RAMOS,SR. MANAGER,SALES,MANUFACTURING,FEMALE,LATINO,49,02/04/1996,157057,13088.083333333334,12,Y,18846.84,175903.84,UNITED STATES,MIAMI
E02153,PEYTON VASQUEZ,ANALYST,ACCOUNTING,CORPORATE,FEMALE,LATINO,26,24/01/2019,55767,4647.25,0,N,0.0,55767.0,UNITED STATES,PHOENIX
E03880,SAMANTHA WOODS,ANALYST,ACCOUNTING,SPECIALITY PRODUCTS,FEMALE,CAUCASIAN,56,25/12/2019,54829,4569.083333333333,0,N,0.0,54829.0,UNITED STATES,PHOENIX
E01089,NICHOLAS BROOKS,ANALYST II,ACCOUNTING,MANUFACTURING,MALE,CAUCASIAN,43,20/10/2017,56555,4712.916666666667,0,N,0.0,56555.0,UNITED STATES,PHOENIX
E01416,HUDSON THOMPSON,ANALYST II,ACCOUNTING,MANUFACTURING,MALE,BLACK,30,20/10/2020,67753,5646.083333333333,0,N,0.0,67753.0,UNITED STATES,PHOENIX
E03750,JORDAN CHO,ANALYST II,ACCOUNTING,SPECIALITY PRODUCTS,MALE,ASIAN,28,24/08/2018,61410,5117.5,0,N,0.0,61410.0,UNITED STATES,PHOENIX
E00568,AVA GARZA,DIRECTOR,ACCOUNTING,MANUFACTURING,FEMALE,LATINO,27,25/06/2018,174097,14508.083333333334,21,Y,36560.37,210657.37,UNITED STATES,PHOENIX
E00682,SOFIA FERNANDEZ,MANAGER,ACCOUNTING,MANUFACTURING,FEMALE,LATINO,44,17/10/2005,105223,8768.583333333334,10,Y,10522.3,115745.3,UNITED STATES,PHOENIX
E02938,JACE WASHINGTON,MANAGER,ACCOUNTING,RESEARCH & DEVELOPMENT,MALE,CAUCASIAN,44,09/02/2002,117545,9795.416666666666,6,Y,7052.700000000001,124597.7,UNITED STATES,PHOENIX
E03220,ALEXANDER GONZALES,MANAGER,ACCOUNTING,RESEARCH & DEVELOPMENT,MALE,LATINO,34,04/06/2018,128329,10694.083333333334,8,Y,10266.32,138595.32,UNITED STATES,PHOENIX
E00717,AXEL SANTOS,SR. ANALYST,ACCOUNTING,SPECIALITY PRODUCTS,MALE,LATINO,62,17/02/2011,94422,7868.5,0,N,0.0,94422.0,UNITED STATES,PHOENIX
E01465,HANNAH WHITE,SR. MANAGER,ACCOUNTING,CORPORATE,FEMALE,CAUCASIAN,62,30/01/2009,150555,12546.25,13,Y,19572.149999999998,170127.15,UNITED STATES,PHOENIX
E04536,LAYLA SCOTT,SR. MANAGER,ACCOUNTING,SPECIALITY PRODUCTS,FEMALE,CAUCASIAN,48,30/07/2010,124774,10397.833333333334,12,Y,14972.880000000001,139746.88,UNITED STATES,PHOENIX
E01167,KINSLEY COLLINS,AUTOMATION ENGINEER,ENGINEERING,SPECIALITY PRODUCTS,FEMALE,CAUCASIAN,28,14/11/2018,115854,9654.5,0,N,0.0,115854.0,UNITED STATES,PHOENIX
E04332,EZRA SIMMONS,AUTOMATION ENGINEER,ENGINEERING,SPECIALITY PRODUCTS,MALE,CAUCASIAN,38,01/07/2010,78237,6519.75,0,N,0.0,78237.0,UNITED STATES,PHOENIX
E04720,CHRISTOPHER CHUNG,CONTROLS ENGINEER,ENGINEERING,CORPORATE,MALE,ASIAN,28,18/12/2021,95670,7972.5,0,N,0.0,95670.0,UNITED STATES,PHOENIX
E00956,ELEANOR CHAU,DEVELOPMENT ENGINEER,ENGINEERING,RESEARCH & DEVELOPMENT,FEMALE,ASIAN,37,08/03/2020,80659,6721.583333333333,0,N,0.0,80659.0,UNITED STATES,PHOENIX
E04288,ELLA WHITE,DEVELOPMENT ENGINEER,ENGINEERING,MANUFACTURING,FEMALE,CAUCASIAN,25,20/01/2020,71359,5946.583333333333,0,N,0.0,71359.0,UNITED STATES,PHOENIX
E03310,DYLAN CAMPBELL,DIRECTOR,ENGINEERING,SPECIALITY PRODUCTS,MALE,CAUCASIAN,45,29/11/2010,153767,12813.916666666666,27,Y,41517.090000000004,195284.09,UNITED STATES,PHOENIX
E02298,EMILY DOAN,ENGINEERING MANAGER,ENGINEERING,CORPORATE,FEMALE,ASIAN,32,04/12/2014,99202,8266.833333333334,11,Y,10912.22,110114.22,UNITED STATES,PHOENIX
E03532,JAXSON SANTIAGO,ENGINEERING MANAGER,ENGINEERING,RESEARCH & DEVELOPMENT,MALE,LATINO,56,20/09/2018,78938,6578.166666666667,14,Y,11051.32,89989.32,UNITED STATES,PHOENIX
E00667,SKYLAR SHAH,FIELD ENGINEER,ENGINEERING,MANUFACTURING,FEMALE,ASIAN,42,27/04/2012,72903,6075.25,0,N,0.0,72903.0,UNITED STATES,PHOENIX
E01684,JAXSON LIANG,FIELD ENGINEER,ENGINEERING,MANUFACTURING,MALE,ASIAN,64,03/03/2019,67114,5592.833333333333,0,N,0.0,67114.0,UNITED STATES,PHOENIX
E02276,HAZEL GRIFFIN,FIELD ENGINEER,ENGINEERING,CORPORATE,FEMALE,CAUCASIAN,32,09/11/2015,65247,5437.25,0,N,0.0,65247.0,UNITED STATES,PHOENIX
E03720,DOMINIC CLARK,QUALITY ENGINEER,ENGINEERING,RESEARCH & DEVELOPMENT,MALE,CAUCASIAN,52,17/10/2012,71476,5956.333333333333,0,N,0.0,71476.0,UNITED STATES,PHOENIX
E00254,SAMUEL MORALES,ANALYST II,FINANCE,CORPORATE,MALE,LATINO,34,27/06/2015,57008,4750.666666666667,0,N,0.0,57008.0,UNITED STATES,PHOENIX
E00834,VIVIAN GUZMAN,ANALYST II,FINANCE,SPECIALITY PRODUCTS,FEMALE,LATINO,53,09/02/2002,58605,4883.75,0,N,0.0,58605.0,UNITED STATES,PHOENIX
E01194,ELLA JENKINS,ANALYST II,FINANCE,SPECIALITY PRODUCTS,FEMALE,CAUCASIAN,52,20/12/2019,61026,5085.5,0,N,0.0,61026.0,UNITED STATES,PHOENIX
E01711,BENJAMIN FORD,ANALYST II,FINANCE,SPECIALITY PRODUCTS,MALE,CAUCASIAN,31,22/04/2021,74215,6184.583333333333,0,N,0.0,74215.0,UNITED STATES,PHOENIX
E00163,BELLA POWELL,DIRECTOR,FINANCE,RESEARCH & DEVELOPMENT,FEMALE,BLACK,65,04/03/2002,175837,14653.083333333334,20,Y,35167.399999999994,211004.4,UNITED STATES,PHOENIX
E01499,JADE ROJAS,DIRECTOR,FINANCE,SPECIALITY PRODUCTS,FEMALE,LATINO,37,28/01/2019,165927,13827.25,20,Y,33185.4,199112.4,UNITED STATES,PHOENIX
E02249,ALLISON DANIELS,MANAGER,FINANCE,MANUFACTURING,FEMALE,CAUCASIAN,37,14/04/2020,103524,8627.0,9,Y,9317.16,112841.16,UNITED STATES,PHOENIX
E04415,LEONARDO LUONG,MANAGER,FINANCE,MANUFACTURING,MALE,ASIAN,52,29/12/1999,116527,9710.583333333334,7,Y,8156.889999999999,124683.89,UNITED STATES,PHOENIX
E01639,AUSTIN VO,SR. ANALYST,FINANCE,MANUFACTURING,MALE,ASIAN,55,20/11/1995,95409,7950.75,0,N,0.0,95409.0,UNITED STATES,PHOENIX
E02259,EMILY LAU,SR. ANALYST,FINANCE,MANUFACTURING,FEMALE,ASIAN,35,18/03/2019,74779,6231.583333333333,0,N,0.0,74779.0,UNITED STATES,PHOENIX
E03799,NATALIE HWANG,SR. ANALYST,FINANCE,SPECIALITY PRODUCTS,FEMALE,ASIAN,63,31/12/1999,89523,7460.25,0,N,0.0,89523.0,UNITED STATES,PHOENIX
E02088,SKYLAR AYALA,SR. MANAGER,FINANCE,CORPORATE,FEMALE,LATINO,55,06/02/2017,144986,12082.166666666666,12,Y,17398.32,162384.32,UNITED STATES,PHOENIX
E02166,JOHN SOTO,SR. MANAGER,FINANCE,MANUFACTURING,MALE,LATINO,60,23/09/2015,141899,11824.916666666666,15,Y,21284.85,163183.85,UNITED STATES,PHOENIX
E04130,ELIAS FIGUEROA,SR. MANAGER,FINANCE,CORPORATE,MALE,LATINO,45,24/12/2021,144754,12062.833333333334,15,Y,21713.1,166467.1,UNITED STATES,PHOENIX
E00340,ELIANA ALLEN,BUSINESS PARTNER,HUMAN RESOURCES,RESEARCH & DEVELOPMENT,FEMALE,CAUCASIAN,56,20/08/2009,52800,4400.0,0,N,0.0,52800.0,UNITED STATES,PHOENIX
E00459,JACKSON JORDAN,BUSINESS PARTNER,HUMAN RESOURCES,RESEARCH & DEVELOPMENT,MALE,BLACK,48,21/09/2020,54654,4554.5,0,N,0.0,54654.0,UNITED STATES,PHOENIX
E00976,ZOE RODRIGUEZ,DIRECTOR,HUMAN RESOURCES,SPECIALITY PRODUCTS,FEMALE,LATINO,65,23/05/2004,153938,12828.166666666666,20,Y,30787.600000000002,184725.6,UNITED STATES,PHOENIX
E01970,VIVIAN BARNES,DIRECTOR,HUMAN RESOURCES,RESEARCH & DEVELOPMENT,FEMALE,CAUCASIAN,51,28/03/2021,180687,15057.25,19,Y,34330.53,215017.53,UNITED STATES,PHOENIX
E03362,LILY HENDERSON,HRIS ANALYST,HUMAN RESOURCES,MANUFACTURING,FEMALE,CAUCASIAN,61,20/05/2011,64937,5411.416666666667,0,N,0.0,64937.0,UNITED STATES,PHOENIX
E03637,LANDON THAO,HRIS ANALYST,HUMAN RESOURCES,SPECIALITY PRODUCTS,MALE,ASIAN,25,21/01/2021,67299,5608.25,0,N,0.0,67299.0,UNITED STATES,PHOENIX
E04917,EVERLEIGH WASHINGTON,HRIS ANALYST,HUMAN RESOURCES,RESEARCH & DEVELOPMENT,FEMALE,CAUCASIAN,64,20/10/2001,64057,5338.083333333333,0,N,0.0,64057.0,UNITED STATES,PHOENIX
E01118,ROMAN YANG,MANAGER,HUMAN RESOURCES,MANUFACTURING,MALE,ASIAN,42,12/12/2009,114242,9520.166666666666,8,Y,9139.36,123381.36,UNITED STATES,PHOENIX
E03379,LANDON KIM,MANAGER,HUMAN RESOURCES,SPECIALITY PRODUCTS,MALE,ASIAN,50,15/03/2012,117226,9768.833333333334,8,Y,9378.08,126604.08,UNITED STATES,PHOENIX
E03910,NOVA HSU,MANAGER,HUMAN RESOURCES,SPECIALITY PRODUCTS,FEMALE,ASIAN,32,03/01/2017,101870,8489.166666666666,10,Y,10187.0,112057.0,UNITED STATES,PHOENIX
E04224,LUCAS RAMOS,SR. BUSINESS PARTNER,HUMAN RESOURCES,SPECIALITY PRODUCTS,MALE,LATINO,56,21/01/1998,72303,6025.25,0,N,0.0,72303.0,UNITED STATES,PHOENIX
E04799,MILA ROBERTS,SR. BUSINESS PARTNER,HUMAN RESOURCES,CORPORATE,FEMALE,CAUCASIAN,30,26/01/2017,88663,7388.583333333333,0,N,0.0,88663.0,UNITED STATES,PHOENIX
E04871,LIAM GRANT,SR. BUSINESS PARTNER,HUMAN RESOURCES,RESEARCH & DEVELOPMENT,MALE,CAUCASIAN,30,15/03/2015,93734,7811.166666666667,0,N,0.0,93734.0,UNITED STATES,PHOENIX
E00647,DYLAN ALI,SR. MANAGER,HUMAN RESOURCES,SPECIALITY PRODUCTS,MALE,ASIAN,27,16/04/2021,133400,11116.666666666666,11,Y,14674.0,148074.0,UNITED STATES,PHOENIX
E03412,JOSHUA MARTIN,SR. MANAGER,HUMAN RESOURCES,RESEARCH & DEVELOPMENT,MALE,BLACK,42,20/10/2003,135558,11296.5,14,Y,18978.12,154536.12,UNITED STATES,PHOENIX
E03490,HENRY CAMPOS,SR. MANAGER,HUMAN RESOURCES,CORPORATE,MALE,LATINO,38,27/09/2009,127801,10650.083333333334,15,Y,19170.15,146971.15,UNITED STATES,PHOENIX
E04662,JULIA MORRIS,SR. MANAGER,HUMAN RESOURCES,CORPORATE,FEMALE,CAUCASIAN,60,18/10/2008,150855,12571.25,11,Y,16594.05,167449.05,UNITED STATES,PHOENIX
E04920,NEVAEH HSU,SR. MANAGER,HUMAN RESOURCES,MANUFACTURING,FEMALE,ASIAN,32,14/04/2017,154956,12913.0,13,Y,20144.28,175100.28,UNITED STATES,PHOENIX
E00446,ISAAC HAN,VICE PRESIDENT,HUMAN RESOURCES,SPECIALITY PRODUCTS,MALE,ASIAN,31,14/01/2015,230025,19168.75,34,Y,78208.5,308233.5,UNITED STATES,PHOENIX
E03583,KAYDEN JORDAN,CLOUD INFRASTRUCTURE ARCHITECT,IT,RESEARCH & DEVELOPMENT,MALE,CAUCASIAN,48,14/09/2010,99335,8277.916666666666,0,N,0.0,99335.0,UNITED STATES,PHOENIX
E01499,LIAM JORDAN,COMPUTER SYSTEMS MANAGER,IT,MANUFACTURING,MALE,CAUCASIAN,28,08/08/2020,73255,6104.583333333333,9,Y,6592.95,79847.95,UNITED STATES,PHOENIX
E03807,KENNEDY DO,COMPUTER SYSTEMS MANAGER,IT,MANUFACTURING,FEMALE,ASIAN,42,15/10/2005,67398,5616.5,7,Y,4717.860000000001,72115.86,UNITED STATES,PHOENIX
E02681,CAROLINE OWENS,DIRECTOR,IT,SPECIALITY PRODUCTS,FEMALE,CAUCASIAN,26,26/07/2021,151108,12592.333333333334,22,Y,33243.759999999995,184351.76,UNITED STATES,PHOENIX
E04444,BROOKLYN RUIZ,IT COORDINATOR,IT,MANUFACTURING,FEMALE,LATINO,61,10/08/2014,57446,4787.166666666667,0,N,0.0,57446.0,UNITED STATES,PHOENIX
E01103,LYLA ALVAREZ,IT SYSTEMS ARCHITECT,IT,RESEARCH & DEVELOPMENT,FEMALE,LATINO,55,30/08/1994,73955,6162.916666666667,0,N,0.0,73955.0,UNITED STATES,PHOENIX
E01550,RUBY BARNES,MANAGER,IT,CORPORATE,FEMALE,CAUCASIAN,27,01/07/2020,119746,9978.833333333334,10,Y,11974.6,131720.6,UNITED STATES,PHOENIX
E01722,ASHER HUYNH,MANAGER,IT,MANUFACTURING,MALE,ASIAN,45,22/01/2015,101288,8440.666666666666,10,Y,10128.8,111416.8,UNITED STATES,PHOENIX
E00126,ISABELLA SCOTT,NETWORK ADMINISTRATOR,IT,RESEARCH & DEVELOPMENT,FEMALE,CAUCASIAN,58,26/04/2016,72045,6003.75,0,N,0.0,72045.0,UNITED STATES,PHOENIX
E00523,DANIEL JORDAN,NETWORK ADMINISTRATOR,IT,CORPORATE,MALE,CAUCASIAN,58,26/07/1993,69260,5771.666666666667,0,N,0.0,69260.0,UNITED STATES,PHOENIX
E02274,ISABELLA BAILEY,NETWORK ADMINISTRATOR,IT,MANUFACTURING,FEMALE,CAUCASIAN,36,23/08/2010,61310,5109.166666666667,0,N,0.0,61310.0,UNITED STATES,PHOENIX
E00521,LILY CARTER,NETWORK ARCHITECT,IT,RESEARCH & DEVELOPMENT,FEMALE,CAUCASIAN,54,18/05/1998,68268,5689.0,0,N,0.0,68268.0,UNITED STATES,PHOENIX
E00816,SKYLAR WATSON,NETWORK ARCHITECT,IT,SPECIALITY PRODUCTS,FEMALE,CAUCASIAN,28,08/10/2021,64475,5372.916666666667,0,N,0.0,64475.0,UNITED STATES,PHOENIX
E04387,EVERLEIGH WHITE,NETWORK ARCHITECT,IT,SPECIALITY PRODUCTS,FEMALE,CAUCASIAN,59,20/10/2017,86831,7235.916666666667,0,N,0.0,86831.0,UNITED STATES,PHOENIX
E00156,MADELYN SCOTT,SR. MANAGER,IT,RESEARCH & DEVELOPMENT,FEMALE,CAUCASIAN,46,09/01/2002,148035,12336.25,14,Y,20724.899999999998,168759.9,UNITED STATES,PHOENIX
E01064,CLARA KANG,SR. MANAGER,IT,MANUFACTURING,FEMALE,ASIAN,39,25/03/2017,135325,11277.083333333334,14,Y,18945.5,154270.5,UNITED STATES,PHOENIX
E00639,BENJAMIN MAI,SYSTEM ADMINISTRATOR,IT,CORPORATE,MALE,ASIAN,54,15/06/1998,95239,7936.583333333333,0,N,0.0,95239.0,UNITED STATES,PHOENIX
E03042,AVA NELSON,SYSTEMS ANALYST,IT,MANUFACTURING,FEMALE,CAUCASIAN,63,01/04/1992,53809,4484.083333333333,0,N,0.0,53809.0,UNITED STATES,PHOENIX
E03824,JAMESON MARTIN,TECHNICAL ARCHITECT,IT,CORPORATE,MALE,CAUCASIAN,37,15/02/2008,71695,5974.583333333333,0,N,0.0,71695.0,UNITED STATES,PHOENIX
E03719,JACK BROWN,ANALYST,MARKETING,CORPORATE,MALE,CAUCASIAN,55,07/12/2004,40752,3396.0,0,N,0.0,40752.0,UNITED STATES,PHOENIX
E00415,LEILANI BUTLER,ANALYST II,MARKETING,MANUFACTURING,FEMALE,BLACK,27,21/09/2021,68728,5727.333333333333,0,N,0.0,68728.0,UNITED STATES,PHOENIX
E03354,AUSTIN BROWN,DIRECTOR,MARKETING,RESEARCH & DEVELOPMENT,MALE,CAUCASIAN,48,08/08/2007,194723,16226.916666666666,25,Y,48680.75,243403.75,UNITED STATES,PHOENIX
E00638,DAVID SIMMONS,MANAGER,MARKETING,CORPORATE,MALE,CAUCASIAN,51,26/01/1997,104431,8702.583333333334,7,Y,7310.17,111741.17,UNITED STATES,PHOENIX
E01636,NAOMI COLEMAN,MANAGER,MARKETING,CORPORATE,FEMALE,CAUCASIAN,29,02/11/2016,122054,10171.166666666666,6,Y,7323.24,129377.24,UNITED STATES,PHOENIX
E03912,CARTER TURNER,SR. ANALYST,MARKETING,CORPORATE,MALE,CAUCASIAN,33,17/11/2015,91632,7636.0,0,N,0.0,91632.0,UNITED STATES,PHOENIX
E00586,SADIE WASHINGTON,SR. MANAGER,MARKETING,RESEARCH & DEVELOPMENT,FEMALE,CAUCASIAN,29,24/05/2019,122350,10195.833333333334,12,Y,14682.0,137032.0,UNITED STATES,PHOENIX
E03550,STELLA WU,SR. MANAGER,MARKETING,SPECIALITY PRODUCTS,FEMALE,ASIAN,35,20/02/2014,155905,12992.083333333334,14,Y,21826.7,177731.7,UNITED STATES,PHOENIX
E03968,JOSHUA CHIN,SR. MANAGER,MARKETING,MANUFACTURING,MALE,ASIAN,60,26/07/2021,121480,10123.333333333334,14,Y,17007.2,138487.2,UNITED STATES,PHOENIX
E01628,JACKSON PERRY,VICE PRESIDENT,MARKETING,RESEARCH & DEVELOPMENT,MALE,CAUCASIAN,27,20/10/2019,256420,21368.333333333332,30,Y,76926.0,333346.0,UNITED STATES,PHOENIX
E00116,MADELYN MEHTA,ANALYST,SALES,SPECIALITY PRODUCTS,FEMALE,ASIAN,64,28/01/2005,55369,4614.083333333333,0,N,0.0,55369.0,UNITED STATES,PHOENIX
E00005,RILEY WASHINGTON,DIRECTOR,SALES,SPECIALITY PRODUCTS,FEMALE,CAUCASIAN,39,29/04/2007,171487,14290.583333333334,23,Y,39442.009999999995,210929.01,UNITED STATES,PHOENIX
E00170,CLAIRE ADAMS,DIRECTOR,SALES,MANUFACTURING,FEMALE,BLACK,61,19/08/1997,159567,13297.25,28,Y,44678.76,204245.76,UNITED STATES,PHOENIX
E01090,ETHAN MEHTA,DIRECTOR,SALES,RESEARCH & DEVELOPMENT,MALE,ASIAN,49,20/07/2001,199176,16598.0,24,Y,47802.24,246978.24,UNITED STATES,PHOENIX
E02791,AUBREY ROMERO,DIRECTOR,SALES,CORPORATE,FEMALE,LATINO,49,02/04/1998,160832,13402.666666666666,30,Y,48249.6,209081.6,UNITED STATES,PHOENIX
E00717,MADELYN CHAN,MANAGER,SALES,SPECIALITY PRODUCTS,FEMALE,ASIAN,64,21/05/2003,106444,8870.333333333334,5,Y,5322.200000000001,111766.2,UNITED STATES,PHOENIX
E02478,ALEXANDER MORRIS,MANAGER,SALES,SPECIALITY PRODUCTS,MALE,CAUCASIAN,33,21/06/2013,119631,9969.25,6,Y,7177.86,126808.86,UNITED STATES,PHOENIX
E04937,IAN NGO,MANAGER,SALES,SPECIALITY PRODUCTS,MALE,ASIAN,52,07/08/2014,117062,9755.166666666666,7,Y,8194.34,125256.34,UNITED STATES,PHOENIX
E01291,THOMAS AGUILAR,SR. ACCOUNT REPRESENTATIVE,SALES,SPECIALITY PRODUCTS,MALE,LATINO,45,10/02/2021,79882,6656.833333333333,0,N,0.0,79882.0,UNITED STATES,PHOENIX
E01415,HENRY GREEN,SR. ACCOUNT REPRESENTATIVE,SALES,SPECIALITY PRODUCTS,MALE,CAUCASIAN,32,03/02/2020,96598,8049.833333333333,0,N,0.0,96598.0,UNITED STATES,PHOENIX
E00178,HARPER ALEXANDER,SR. ANALYST,SALES,SPECIALITY PRODUCTS,FEMALE,CAUCASIAN,26,14/10/2019,79356,6613.0,0,N,0.0,79356.0,UNITED STATES,PHOENIX
E00488,EMERY HUNTER,SR. ANALYST,SALES,CORPORATE,FEMALE,CAUCASIAN,28,03/07/2021,82739,6894.916666666667,0,N,0.0,82739.0,UNITED STATES,PHOENIX
E01019,DOMINIC SCOTT,SR. ANALYST,SALES,CORPORATE,MALE,CAUCASIAN,45,16/03/2011,81687,6807.25,0,N,0.0,81687.0,UNITED STATES,PHOENIX
E01533,AVERY BAILEY,SR. ANALYST,SALES,SPECIALITY PRODUCTS,FEMALE,CAUCASIAN,49,15/05/1996,86658,7221.5,0,N,0.0,86658.0,UNITED STATES,PHOENIX
E02415,PENELOPE GONZALEZ,SR. ANALYST,SALES,CORPORATE,FEMALE,LATINO,52,16/10/1994,93103,7758.583333333333,0,N,0.0,93103.0,UNITED STATES,PHOENIX
E01427,MIA CHENG,SR. MANAGER,SALES,MANUFACTURING,FEMALE,ASIAN,34,22/04/2015,154941,12911.75,13,Y,20142.33,175083.33000000002,UNITED STATES,PHOENIX
E02801,SANTIAGO F BROOKS,SR. MANAGER,SALES,CORPORATE,MALE,BLACK,51,01/09/2000,157487,13123.916666666666,12,Y,18898.44,176385.44,UNITED STATES,PHOENIX
E03081,AYLA BROWN,SR. MANAGER,SALES,MANUFACTURING,FEMALE,CAUCASIAN,49,15/04/2013,128303,10691.916666666666,15,Y,19245.45,147548.45,UNITED STATES,PHOENIX
E00646,CHARLES MOORE,ANALYST,ACCOUNTING,SPECIALITY PRODUCTS,MALE,CAUCASIAN,49,17/12/2011,56878,4739.833333333333,0,N,0.0,56878.0,UNITED STATES,SEATTLE
E01877,ABIGAIL GARZA,ANALYST,ACCOUNTING,MANUFACTURING,FEMALE,LATINO,33,27/05/2018,45049,3754.0833333333335,0,N,0.0,45049.0,UNITED STATES,SEATTLE
E02139,RYLEE YU,DIRECTOR,ACCOUNTING,RESEARCH & DEVELOPMENT,FEMALE,ASIAN,36,29/09/2015,178700,14891.666666666666,29,Y,51823.0,230523.0,UNITED STATES,SEATTLE
E00864,SAMANTHA AGUILAR,MANAGER,ACCOUNTING,SPECIALITY PRODUCTS,FEMALE,LATINO,46,24/04/2010,102636,8553.0,6,Y,6158.16,108794.16,UNITED STATES,SEATTLE
